Video Id,Video Title,Topic Count,Topics
IvUmOeCunQg,First Time Trying FILIPINO SNACKS 🇵🇭 | Indian Girl Trys FILIPINO SNACKS 🇵🇭,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
Ivn4-GzrETM,WHANG OD Tattoo... GONE WILD? 😮Kalinga Tattoo Philippines travel vlog 2018,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
IxC-ZnacBiM,Foreigner Gets Lost In The Philippines!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience)"
IxGdNHDMFPI,Trying Philippines Street Food,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid)"
IxIpNoCiEbY,BUWAN (Sa Ilalim ng Puting Ilaw) Challenge by Foreigners who speak Tagalog! @Puting Pinoy,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 39: discrimination colored, segregation, discrimination, emphasize democratic segregation, colored liberty justice, negroes, prejudice, colored girls white, color, colored (Topic 39: Racial Discrimination)"
Iyan0HkgZaY,Korean tries Jollibee in the Philippines for the first time 🇵🇭❤️🇰🇷,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
Iyu62s08e6Y,Latinas at STREET FIESTA in The Philippines with SV SQUAD | JOWANA and MOJITO bts | Sol&LunaTV Vlog,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 47: singer, dance dance dance, star star star, sing, listen singing, maliga, dance dance, singing, star star, dancers (Topic 47: Singing and Dancing Stars)"
IyxERiRuRBw,BRITISH KID Trying FILIPINO Snacks For The First Time 🇵🇭 WAS THIS A BAD IDEA?,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid), Topic 103: yums, cacao, wong, dangerous amazon jungle, talking pikachu, bueno, gondola ride, rip, amazon jungle, cofeas (Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture )"
IzAW6O5YWBU,Filipino EXOTIC STREET FOOD in Bohol 🤯🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 63: pule ti, pule pule, groufie, calamansi, pule, kinilaw, purtoo, galo, ti, halle (Topic 63: Filipino Food)"
J-E4D9E4xsI,Latinos react to BAMBOO FOR THE FIRST TIME | Hallelujah (MYX Mo! 2005 Live Performance)| REACTION,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 54: manila cathedral church, manila cathedral, churches, catholic church, church, church church, stone church, church built, cultural heritage, cathedral church (Topic 54: Manila Cathedral)"
J1Xs-HKmZUw,MISSING THIS FAMILY DINNER IN ONE TABLE / EXPAT LIFE IN THE PHILIPPINES,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 49: bibingga bibingga bibingga, bibingga bibingga, bibingga, bisaya, speak bisaya, kaloy, named kaloy, asawa, miran miran, fun (Topic 49: Bibingka, Bisaya Language, and Personal Anecdotes ), Topic 118: pondi, happy baby, ready, happy, morning, wet, wet started, mommy, maizko niello, coming (Topic 118: Mommy and Baby's Morning Events )"
J3mX_a2tmMc,FIRST TIME Trying Filipino STREET FOOD 🇵🇭 (Divisoria Market),3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs), Topic 116: como esta, chicken, chicken ball hot, chicken balls chicken, chicken chicken, chicken hot dog, chicken chicken chicken, esta, chicken balls, balls chicken (Topic 116: Chicken & its Specific Related Dishes )"
J4H-0ue4gXk,FOREIGNERS TRY FILIPINO FOOD / PINOY SNACKS REACTION,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
J4dz7tiXNEc,Spanish girl reacts  to Why filipinos are giving food away for free,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture)"
J596xmeIL5w,Foreigners REACT to FILIPINO MOMS - Jo Koy explains how he grew up!,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language)"
J5LWi9sqvQk,SOLO TRAVEL TO THE PHILIPPINES | First Impressions of Manila,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert)"
J5l5os0-v5A,FOREIGNER reacts to Asking FILIPINOS the most Insane FILIPINO STEREOTYPES - TRUE or FALSE,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 11: negros negros, black accepting black, black experience, black black accepting, black black, experience black, black, negros, black accepting, black friendly (Topic 11:  Black Experiences and Acceptance), Topic 30: considered rich, immigration, rich money rich, rich rich rich, rich rich, money rich, tourists, pay tourists, rich, rich money (Topic 30: Wealthy & Rich Tourists Travelling), Topic 51: maya pahit empire, archipelago, pahit empire, empire empire, kingdoms, sultanate, brunei, empire, culture eventually called, island (Topic 51: Historical States of the Southeast Asian Archipelago), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila)"
J8kRfQADR88,Is MAHAL a noun or a verb??? #Tagalog #Filipino #Philippines #Foreigner #Amboy #AmboySaPinas,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language)"
J9gH_ZLFHyU,Jollibee Commercial Father’s Day 2020 | EMOTIONAL FILIPINO Pandemic Story | FOREIGNERS REACT!,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations), Topic 24: manny, father actor, manny pacquiao, salt papi, papi, guapo guapo, actor, art royal god, guapo, manly (Topic 24: Manny Pacquaio (National Icon)), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial)"
JBd0W-6YxCU,The most BEAUTIFUL island in the Philippines!?! - Foreigner's first day in Siargao!!,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
JDUVOzWAWWs,SURPRISING PHILIPPINES LOCAL MARKET SHOPPING as a FOREIGNER  | TRUE Price of FOOD - Cost of Living,4,"Topic -1: kuzon kuzon hilindiasstly, kuzon kuzon, kuzon kuzon kuzon, kuzon hilindiasstly, kuzon, , , , ,  (Topic -1: Outliers), Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 89: fruits mango, mangosteen, fruit fresh, mangoes, mango, fruit, mango mango, fruit fruit, mango apple, fruits (Topic 89: Mango Fruit), Topic 92: shopping malls, shopping malls shopping, malls shopping, street markets, street market, shopping mall, mall shopping, colon street, malls, manila (Topic 92: Going to Shopping Malls and Street Markets in Manila)"
JDkoMGF8aEY,TWINS REACT - Filipinos Who made Pinoys Proud #2 Reaction,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 24: manny, father actor, manny pacquiao, salt papi, papi, guapo guapo, actor, art royal god, guapo, manly (Topic 24: Manny Pacquaio (National Icon))"
JDr06DtaHK4,American Foreigner Rages in the Philippines 6 to 7 Jan 22. @LeRocphilippines5539,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
JEZPL3YERBY,Our BIGGEST FEAR about LIVING IN THE PHILIPPINES... CAME TRUE! | Foreigner and Filipina Family VLOG,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season), Topic 96: rat, female rat, cat, cats, rat roof, buntonghininga, buntag, tapo, hatch, buco pondon (Topic 96: Cats & Rats), Topic 119: salido, bean mung bean, mung, vice bucket, mung bean, tarshares tarshares, pork bun, sin, isaw isaw, barbecue (Topic 119: Common Filipino Dishes)"
JF5osFr94jM,JAPANESE REACTION | Documentary | MARAWI: 153 days of battle,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 4: battalion combat, armed forces, troops, warfare, soldiers, urban warfare, artillery, military, battle, counterattack (Topic 4: Military Assets, Combat, Strategies)"
JM9Pbukw9jE,ARABS FIRST TIME IN PHILIPPINES | PHILIPPINES are Awesome,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 86: filipina, christian filipina, davao loving, happy, davao loving caring, loving loving, funny, culture humble, jokes funny hilarious, loving (Topic 86: Characteristics of Filipinas from Davao), Topic 102: friends issues, relationships, friends, drunk jinny, drunk drunk, shandy shandy, happened happened, drunk, drunk god, happened (Topic 102: Friendships)"
JNUQ72ZHlZs,Korean reacts to Paubaya by Moira MV Behind The Scenes! My honest thoughts shared 💖,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 53: war cuba, called cuba rising, war spain, rising spain, caribbean pacific, explosion submarine cuba, pacific liberate, fighting spanish, cuba, spain (Topic 53: War & Conflict in Cuba & Spain), Topic 67: learning, learn, teacher, teachers, unison, language school, mai, kanji kanji, todays watching, blew mind (Topic 67: Language Education and Learning Experiences), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit)"
JOrfwgK3oXI,First Time Eating Filipino Food: My Reaction,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs)"
JP12qxJQKDk,"Trust Me, They'll take over the world next!  Waleska & Efra to SB19 Asia Artist Awards 2023",1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
JPgbpfpa63M,Foreigner Fiance Preparing to Move to the PHILIPPINES Forever ever,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 20: tourist visa, bureau immigration, visa, visa extension, immigration, traveling, visa application, trip, tourist, deport (Topic 20: Travel Immigration & Visa Processes), Topic 40: worlds largest solar, largest solar, renewable, solar power, manila, sustainable, horizon manila, worlds largest, southeast asian, solar (Topic 40: Largest Solar Power Projects in Manila / Southeast Asia), Topic 81: producer coconuts, coconuts producer coconuts, coconuts producer, coconut fresh, produce coconuts, coconuts, produce coconuts producer, coconut water coconut, king coconuts, coconut (Topic 81: Coconut Varieties and Production), Topic 112: traveling cheap transports, cheap transports, transports cheap, cheap transports cheap, cheap spend island, transports cheap taxis, access cheaper flights, traveling, cheaper flights, cheap flight (Topic 112: Cheap Transportation while Travelling)"
JQ-eZkZC5nA,Reaction to Filipino Boygroup: SB19 BTS COVER 'BOY WITH LUV' + 'IDOL',1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
JQCSr8R18a0,What is your first impression of Singapore?  I asked the foreigners. [Part 2],1,"Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations)"
JR0jhnzM5VU,FILIPINO acapella like you've never heard it before! 4K Barrel | Obladi Oblada | REACTION,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 32: puppies, puppies hope, doggy, stray dogs, pets family, dogs dogs, dogs, dogs stray dogs, pet, dog (Topic 32: Dogs)"
JRzVGCUDuC0,SWEDISH Guy Tries FILIPINO FOOD!!🇵🇭 Filipino Street Food Tour in Manila Philippines 😋,7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 65: hungry hungry hungry, hungry hungry, hungry, tasty, juicy, eating, delicious, lunch, dish, pop pop pop (Topic 65: Satisfying Hunger with Delicious Food), Topic 66: episode pinay moms, pinay moms blogs, excited excited excited, watching pinay moms, pinay moms, excited, excited excited, episode pinay, inihaw, watching pinay (Topic 66: Pinay Moms Content and Viewer Engagement ), Topic 91: manila surrounding cities, manila population, capital manila surrounding, manila largest, nations capital manila, manila capital, cities manila, manila surrounding, capital manila, manila population daytime (Topic 91: Metro Manila as the National Capital Region), Topic 99: cow cow, cow, kick cow, cow kick, horse, naughty naughty, uhhuh, stand horse, farm, red horse (Topic 99: Cow & Farm Life)"
JT5AVuqTeaE,Struggles In MINDANAO (it ended early) 🇵🇭 Searching PARADISE in THE PHILIPPINES,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season), Topic 88: sponsor squarespace, todays sponsor squarespace, blogs galleries, digital nomads, squarespace professional, squarespace, major create blogs, online, blogs galleries calendars, social media (Topic 88: Squarespace and Online Content Creation ), Topic 92: shopping malls, shopping malls shopping, malls shopping, street markets, street market, shopping mall, mall shopping, colon street, malls, manila (Topic 92: Going to Shopping Malls and Street Markets in Manila), Topic 112: traveling cheap transports, cheap transports, transports cheap, cheap transports cheap, cheap spend island, transports cheap taxis, access cheaper flights, traveling, cheaper flights, cheap flight (Topic 112: Cheap Transportation while Travelling)"
JTkbbE_KP4,Title Not Found,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
JVIVZgJ5aec,"🇵🇭 American Couple Reacts ""$100 Filipino Street Food Challenge in Manila!! Is It Possible?""",4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid), Topic 52: youtubers poverty porn, create poverty porn, porn poverty porn, poverty porn, poverty porn poverty, watch poverty porn, porn poverty, youtubers poverty, porn, watch poverty (Topic 52: Poverty Porn Content in YouTube), Topic 115: bike shop, bike rent, rent bike, bikes, bike, bike bike, bike rental pesos, cheap knee tricycle, tricycle, rental shop (Topic 115: Bicycle & Tricycle Rental)"
JWeJCE3dgxQ,FOREIGNER REACT TO MOST MODERN CITY IN THE PHILIPPINES || EASTWOOD CITY MANILA PHILIPPINES,7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 30: considered rich, immigration, rich money rich, rich rich rich, rich rich, money rich, tourists, pay tourists, rich, rich money (Topic 30: Wealthy & Rich Tourists Travelling), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs), Topic 114: circle circle circle, hobbit house, circle hall, hall circle, circle circle, circle, circles, hobbit, restaurants, themed bar (Topic 114: Specific Venues: Circle Hall, Hobbit House, and Themed Spots )"
JXxBmfyw6Xc,$60 Boodle Fight Siargao Philippines 🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid)"
JZnvP1MWBlk,"Best FREE Museums To Visit In Manila, Philippines! 🇵🇭",6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 6: species crocodile, crocodiles, crocodile crocodile, crocodile, peacock fethers, alligator, peacock, endangered species, wildlife, cobra (Topic 6: Wildlife Species & Conservation), Topic 21: rice terraces smartly, eighth rice terraces, rice terraces, terraces eighth rice, destination rice plantations, rice terraces eighth, tourist destination rice, rice vegetables exported, harvest rice vegetables, rice plantations (Topic 21: Banaue Rice Terraces), Topic 51: maya pahit empire, archipelago, pahit empire, empire empire, kingdoms, sultanate, brunei, empire, culture eventually called, island (Topic 51: Historical States of the Southeast Asian Archipelago), Topic 53: war cuba, called cuba rising, war spain, rising spain, caribbean pacific, explosion submarine cuba, pacific liberate, fighting spanish, cuba, spain (Topic 53: War & Conflict in Cuba & Spain), Topic 73: binondo chinatown manila, chinatown manila, binondo chinatown, fort san pedro, san pedro fort, chinatown chinatown, fort san, chinatowns, chinatown, san pedro (Topic 73: Chinatown Manila)"
J_FyghotcLI,"Japanese Business Man Reaction / 1,000 Filipino Troops vs. 40,000 Chinese Soldiers",2,"Topic 4: battalion combat, armed forces, troops, warfare, soldiers, urban warfare, artillery, military, battle, counterattack (Topic 4: Military Assets, Combat, Strategies), Topic 39: discrimination colored, segregation, discrimination, emphasize democratic segregation, colored liberty justice, negroes, prejudice, colored girls white, color, colored (Topic 39: Racial Discrimination)"
Ja2nNDd9fjg,"AMERICAN FAMILY tries JOLLIBEE For The FIRST TIME in Manila, Philippines 🇵🇭 | McDONALD'S vs JOLLIBEE",2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial)"
Jc2hb8-rcrY,Lechon in Cebu Philippines. Try to eat grilled whole pig セブ島名物 豚まるごと炭火焼き - ASUKARIN CHANNEL in ASIA,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs)"
JeMqRU-1zl4,Foreigners try Filipino BBQ For The First Time! 🇵🇭,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
JegXLSVwZWU,How many Tagalog words does a foreigner know? #tagalog #philippines,1,"Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language)"
JeiuMNOJ1EA,Tribal People Try Filipino Lumpia For The First Time,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 81: producer coconuts, coconuts producer coconuts, coconuts producer, coconut fresh, produce coconuts, coconuts, produce coconuts producer, coconut water coconut, king coconuts, coconut (Topic 81: Coconut Varieties and Production)"
Jf2tNIE-IHE,Hong Kong Russian Couple First Impression of BGC Manila | We Love Filipino Food,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration)"
JgmvviFnhZs,"Foreigner Cooking FILIPINO BREAKFAST! :) Corned Beef, Rice and Egg :O",3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid)"
JjKJhXoh86o,Things that SHOCK Americans about the Philippines 🤯,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 103: yums, cacao, wong, dangerous amazon jungle, talking pikachu, bueno, gondola ride, rip, amazon jungle, cofeas (Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture )"
JkA9tkY1phY,Arriving in the PHILIPPINES for the FIRST TIME (MANILA)  🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 14: archipelago spanish, spanish colony, spanish empire, spanish colonial, spaniards, manila, king spain, spanish rule, archipelago, rule spanish (Topic 14: Spanish Colonialism in the Philippines)"
JnmNuvHMLZQ,THIS is WHY you SHOULDN'T Skip MANILA! Foreigners react to Wake Up in National Capital Region,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 91: manila surrounding cities, manila population, capital manila surrounding, manila largest, nations capital manila, manila capital, cities manila, manila surrounding, capital manila, manila population daytime (Topic 91: Metro Manila as the National Capital Region)"
JnuIUkeTSwI,OUR WEDDING DAY! Filipino + Lithuanian Civil Wedding Ceremony | Whole Day Vlog |,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit)"
JpOnvii2_1s,Latinos react to Philippines' MIND BLOWING LIVE MUSIC CROWDS! | Vol 5,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
Jppwo7-7hLs,"Typhoon Odette (Rai) filmed by ACTUAL FILIPINOS! Siargao, Dinagat, Cebu...| HONEST REACTION",2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 31: environment typhoon, typhoon, storm typhoon, hurricane, storm, south pacific, live local, live live, live, december (Topic 31: Severe Weather & Life in Storm-Prone Regions )"
