Video Id,Video Title,Channel Id,Channel Title,Link,BERTopic Topics
4WQ17A_DBWs,🇵🇭 INSANE MINDORO FILIPINO Market Hunt- Are Foreigners Welcome? WHAT TO BUY GUIDE TOUR!,UCsfUASBEZR8ABdma0ee8Zbg,Jay Cee Max,https://www.youtube.com/watch?v=4WQ17A_DBWs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (25.00%)"
4YxAhOFHLxs,"How the World Eats Jackfruit | Bangladesh, Fiji, Brazil, Malaysia, Philippines, India",UCbPHHOiOY_tA9BSytK0jDYw,Beryl Shereshewsky,https://www.youtube.com/watch?v=4YxAhOFHLxs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (73.33%)

Topic 34: squid squid, squid squid (Squid) (6.67%)

Topic 89: fruits mango, mangosteen, fruit (Mango Fruit) (13.33%)

Topic 109: mango, mango mangoes, mangoes, (Mango Fruit) (6.67%)"
4ZlCwZj90Jk,Never Have I Ever || Who Will Win the Couple Challenge? - Filipino or American?,UCuz8KBA9YP2JpaHorBVTp7Q,The Bailey Squad,https://www.youtube.com/watch?v=4ZlCwZj90Jk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (55.56%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (11.11%)

Topic 8: dated, dating, students, girls, (Philippines’ Dating & Relationship of Females) (11.11%)

Topic 30: considered rich, immigration, rich (Wealthy & Rich Tourists Travelling) (11.11%)

Topic 94: friends attractive attractive, friends (Friendly and Romantic Relationships ) (11.11%)"
4cCKve0dl3Y,Filipina British Life in UK:RAMDAM KO ANG LUNGKOT PAG WALA SI MISTER😭,UC3PVtkwtqwCD4LEPguBEADA,Mia Sandoval,https://www.youtube.com/watch?v=4cCKve0dl3Y,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (71.43%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (14.29%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (14.29%)"
4cuRBOi9SGw,JAPANESE REACTION / Geography now Philippines,UCdkq517IaeUcnG5CIiFX9RA,Shin Smith,https://www.youtube.com/watch?v=4cuRBOi9SGw,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (71.43%)

Topic 10: swim whale sharks, whale (Swimming with Whale Sharks ) (7.14%)

Topic 14: archipelago spanish, spanish colony, (Spanish Colonialism in the Philippines) (7.14%)

Topic 28: martial arts martial, martial (Mixed Martial Arts and Fighting ) (7.14%)

Topic 91: manila surrounding cities, manila (Metro Manila as the National Capital Region) (7.14%)"
4giM0wycDw8,Ate and Kuya? Family Acceptance in the Philippines,UCSjiVW9NV-mcJJ1t6RbMh7A,Down Under Visa,https://www.youtube.com/watch?v=4giM0wycDw8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (37.50%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (12.50%)

Topic 44: dating, relationship, started chatting, (Dating & Relationships Setup) (12.50%)

Topic 51: maya pahit empire, archipelago, (Historical States of the Southeast Asian Archipelago) (12.50%)

Topic 57: casano, philippino husband, marriage, (Filipino Marriage) (12.50%)

Topic 98: batou batou batou, batou (Activities and Discussions in Morong, Bataan ) (12.50%)"
4l2eIDF9HZA,You Gotta Try This Filipino Food Combination!,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=4l2eIDF9HZA,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 34: squid squid, squid squid (Squid) (16.67%)

Topic 66: episode pinay moms, pinay (Pinay Moms Content and Viewer Engagement ) (16.67%)"
4rnqHPcMQ0s,A Question for Filipinos 🙋🏻‍♂️ #philippines #Filipinos #buhayprobinsya #foreigner #pusongpinoy,UCEjpHDkceZ2lYjnI54t9fmg,Amboy Sa Pinas,https://www.youtube.com/watch?v=4rnqHPcMQ0s,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (33.33%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (33.33%)

Topic 66: episode pinay moms, pinay (Pinay Moms Content and Viewer Engagement ) (33.33%)"
4tDgX4VizyU,"Foreigners $50,000 Philippines House Tour!",UCaNjRBHCKnvqWKM22wg0ItA,It’s Me,https://www.youtube.com/watch?v=4tDgX4VizyU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (90.00%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (10.00%)"
4vieXVa4f2M,Foreigner reacts to the 10 strangest things in the Philippines | Trending ni Andres,UCiXAAaqS9py7TzHzQ9A5Ftg,Trending Ni Andres,https://www.youtube.com/watch?v=4vieXVa4f2M,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (38.46%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (7.69%)

Topic 6: species crocodile, crocodiles, crocodile (Wildlife Species & Conservation) (7.69%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (7.69%)

Topic 38: nino cathedral, basilica, cathedrals, (Basilicas and Cathedrals in the Philippines) (7.69%)

Topic 40: worlds largest solar, largest (Largest Solar Power Projects in Manila / Southeast Asia) (7.69%)

Topic 42: relationship coppo, adorable coppos, (Philippine Love Teams featuring Daniel Padilla) (7.69%)

Topic 74: beauty pageants beauty, pageants (Philippine Beauty Pageant & Miss Universe) (7.69%)

Topic 114: circle circle circle, hobbit (Specific Venues: Circle Hall, Hobbit House, and Themed Spots ) (7.69%)"
4wY_xiZrl1I,FOREIGNER REACTS TO MACROHON SOUTHERN LEYTE PHILIPPINES,UCqz1WM1LPEP_nkMMYeEyBVQ,We Wander,https://www.youtube.com/watch?v=4wY_xiZrl1I,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (8.33%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (8.33%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (8.33%)

Topic 92: shopping malls, shopping malls (Going to Shopping Malls and Street Markets in Manila) (8.33%)"
4y2_UjQ9ZwM,MEETING OUR FIRST GUEST IN THE PHILIPPINES | FOREIGNER'S LIFE IN MINDANAO | ISLAND LIFE,UCfot-hD35IfUqXC9JXcVatg,Island Life,https://www.youtube.com/watch?v=4y2_UjQ9ZwM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (71.43%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (14.29%)

Topic 99: cow cow, cow, kick (Cow & Farm Life) (14.29%)"
4yZRAaXGagI,LONG DISTANCE LOVE | FIRST TIME MEETING SINCE LOCKDOWN | PHILIPPINES,UChSsQPO1BNzgvup-VcmUeow,Brandon and Wila,https://www.youtube.com/watch?v=4yZRAaXGagI,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 20: tourist visa, bureau immigration, (Travel Immigration & Visa Processes) (33.33%)"
5-DQpJj2j9s,What the Philippines is REALLY like for Foreigners (HONEST TRUTH),UCo57S0HBediNd47Ew5ezkzw,Craig in Asia,https://www.youtube.com/watch?v=5-DQpJj2j9s,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
5-nceCopalU,Americans React To Philippines is Better Than The Usa ?! I Live Better in The Philippines,UCO5Jeark1e_JP36mY3ua19g,The Commodity,https://www.youtube.com/watch?v=5-nceCopalU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
50pNiKZZwUM,Americans React to STRANGEST Things Found In The Philippines! Part 2,UCO5Jeark1e_JP36mY3ua19g,The Commodity,https://www.youtube.com/watch?v=50pNiKZZwUM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (61.54%)

Topic 6: species crocodile, crocodiles, crocodile (Wildlife Species & Conservation) (23.08%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (7.69%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (7.69%)"
51WJrV0aKPs,I came back to the PHILIPPINES for THIS! (travel with FILIPINO Beauty Queens),UCy9L3Ym1fZqmdaToxy9HsbQ,Nellyslife,https://www.youtube.com/watch?v=51WJrV0aKPs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (30.00%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (10.00%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (10.00%)

Topic 11: negros negros, black accepting ( Black Experiences and Acceptance) (10.00%)

Topic 49: bibingga bibingga bibingga, bibingga (Bibingka, Bisaya Language, and Personal Anecdotes ) (10.00%)

Topic 69: sport, athletes, badminton, tennis, (Athletes Playing Racket Sports) (10.00%)

Topic 70: tamaraw dwarf buffalo, dwarf (Physical Characteristics of the Tamaraw Dwarf Buffalo) (10.00%)

Topic 118: pondi, happy baby, ready, (Mommy and Baby's Morning Events ) (10.00%)"
53xojRfttn8,"The Truth Behind the ""March of the Valiat""",UCe5wLGScEw2VUiDP-zdBzpw,The Joint Base Podcast,https://www.youtube.com/watch?v=53xojRfttn8,"Topic 4: battalion combat, armed forces, (Military Assets, Combat, Strategies) (72.73%)

Topic 25: recruits, training, scout rangers, (Military and its Subunits) (18.18%)

Topic 53: war cuba, called cuba (War & Conflict in Cuba & Spain) (9.09%)"
543Un3Rjabg,These Two Filipino Men are INSANE SINGERS! Latinos react to Tawag Ng Taghalan Duet Winners,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=543Un3Rjabg,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (28.57%)

Topic 14: archipelago spanish, spanish colony, (Spanish Colonialism in the Philippines) (28.57%)

Topic 42: relationship coppo, adorable coppos, (Philippine Love Teams featuring Daniel Padilla) (14.29%)

Topic 57: casano, philippino husband, marriage, (Filipino Marriage) (14.29%)

Topic 86: filipina, christian filipina, davao (Characteristics of Filipinas from Davao) (14.29%)"
56_MEV8ClLg,This Is Why We Travel PHILIPPINES - Cost For Foreigners 🇵🇭,UCO-BUJCM03NS-rwr1VonV4A,Divert Living,https://www.youtube.com/watch?v=56_MEV8ClLg,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (16.67%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (16.67%)"
57TY0y5zpe0,SB19 MAPA FILIPINO High School GRADUATION song // LATINA REACTS,UCMHRM06tR8Sa-Hj3yT_k8fQ,Rocío RC Colón,https://www.youtube.com/watch?v=57TY0y5zpe0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (33.33%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (33.33%)

Topic 107: bano guilla bano, sila, (Unclear Repeated Terms) (33.33%)"
57xXQjC83zA,ALFRED FROM GERMANY VERY ANGRY ???A SHOCKING  DAY / GERMANY LIVING IN THE PHILIPPINES,UCt9BTGSxATM6axwfTY4KnEg,A Foreigner in the Philippines,https://www.youtube.com/watch?v=57xXQjC83zA,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 29: doctor doctor doctor, doctor, (Medical Diagnostics & Hospital Services ) (16.67%)

Topic 67: learning, learn, teacher, teachers, (Language Education and Learning Experiences) (16.67%)

Topic 112: traveling cheap transports, cheap (Cheap Transportation while Travelling) (16.67%)"
5ABdJMdZX_s,This Is Why Filipinos Are The Kindest People - Quiapo Food 🇵🇭,UCqlthGjbLIci7i3x2gk8P4Q,Nadir On The Go,https://www.youtube.com/watch?v=5ABdJMdZX_s,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (61.54%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (23.08%)

Topic 37: masculine energy feminine, energy (Masculine and Feminine Energy in Writing) (7.69%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (7.69%)"
5FDFwEO5ErM,Dutch cycling culture teaches kids very early! | Filipino Dutch Family,UCTPxMCyJyYGF6H0eBhOvgsA,Pinay mom's blogs,https://www.youtube.com/watch?v=5FDFwEO5ErM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 95: pinay moms blogs, moms (Filipino Moms doing a Vlog) (33.33%)"
5FZmGUIqDxU,Foreigner’s first time trying Filipino food🇵🇭!,UCaAjLj9oGV6VKMYq8FxEwdQ,DORCAS Morounmubo,https://www.youtube.com/watch?v=5FZmGUIqDxU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 34: squid squid, squid squid (Squid) (16.67%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (16.67%)

Topic 68: kid kid kid, kid (Children's Lives and Relationships ) (16.67%)"
5KQH4Xvco4c,"Storytime: FOREIGNER Reacts to Wild Jollibee Experience at Sta Lucia East Grand Mall, in Cainta, PH!",UCsfUASBEZR8ABdma0ee8Zbg,Jay Cee Max,https://www.youtube.com/watch?v=5KQH4Xvco4c,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (60.00%)

Topic 72: watch jollibee commercials, reacting (Watching Kwentong Jollibee Commercial) (40.00%)"
5Kiy94DYJk0,Philippines Travel Update - More Foreigners Being Allowed Entry Into The Philippines,UClMlXTxpTNMZRE4AEjlc5RA,Gio in the Philippines,https://www.youtube.com/watch?v=5Kiy94DYJk0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (25.00%)"
5LW1VDVgr6k,The Ultimate 24h in BOHOL (Philippines) 🇵🇭,UCBQjTfMEcxMlI49KCQAHwYQ,2Passports 1Dream,https://www.youtube.com/watch?v=5LW1VDVgr6k,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (58.33%)

Topic 6: species crocodile, crocodiles, crocodile (Wildlife Species & Conservation) (8.33%)

Topic 33: san miguel corporation, san (San Miguel Corporation) (8.33%)

Topic 68: kid kid kid, kid (Children's Lives and Relationships ) (8.33%)

Topic 75: wifi island, wifi, speed (Internet Connectivity in Tourist Destinations) (8.33%)

Topic 93: sabu, ride, transport, beach, (Island and Beach Travel Experiences) (8.33%)"
5OsH70IAD1A,Filipina British Couple: BUHAY LDR+ NAG VLOG SI MISTER |Mia Sandoval,UC3PVtkwtqwCD4LEPguBEADA,Mia Sandoval,https://www.youtube.com/watch?v=5OsH70IAD1A,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (8.33%)

Topic 34: squid squid, squid squid (Squid) (8.33%)

Topic 96: rat, female rat, cat, (Cats & Rats) (8.33%)

Topic 118: pondi, happy baby, ready, (Mommy and Baby's Morning Events ) (8.33%)"
5PS7JlDoeAM,FOREIGNER’S LIFE Ruined By A FILIPINA | He Wanted To Play She Wanted More,UCV34zLTn4A60jS8RTI96_sw,The Black Filipino TV,https://www.youtube.com/watch?v=5PS7JlDoeAM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (77.78%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (11.11%)

Topic 22: prejudices prejudice women, discussion (Discussing Prejudice Against Women) (11.11%)"
5Puy1Px2YYc,WE ARE HOME in the PHILIPPINES PROVINCE 🇵🇭 | Christmas House Design | Foreigner Filipina Family VLOG,UCobYD8WgP3GPOqgvXF2Yy1w,Adam and Jane's Lifestyle,https://www.youtube.com/watch?v=5Puy1Px2YYc,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (40.00%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (40.00%)

Topic 101: koreans bars, mindanao, koreans, (Korean Presence and Community in Mindanao) (20.00%)"
5QZTR7ZdeRQ,FIBA World Cup Adventure | Foreigner Impressions of the Philippines,UCCb-6a1Fakv4QzwC2c-3vAg,Russian Pinoy — Kuya Klim,https://www.youtube.com/watch?v=5QZTR7ZdeRQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 9: topics taiwan, taiwan, taiwan (Travel to Taiwan & Destinations) (16.67%)

Topic 38: nino cathedral, basilica, cathedrals, (Basilicas and Cathedrals in the Philippines) (16.67%)

Topic 120: winning game, game winning, (Winning Games and Excitement ) (16.67%)"
5bnWQLbGuKc,Americans React to Best Lechon in Cebu | Philippines Food Reaction! (Best Ever Food Review Show),UCAUgY9e_n2DhyZTgvPRoJnQ,TriFate Geo,https://www.youtube.com/watch?v=5bnWQLbGuKc,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (62.50%)

Topic 63: pule ti, pule pule, (Filipino Food) (12.50%)

Topic 65: hungry hungry hungry, hungry (Satisfying Hunger with Delicious Food) (12.50%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (12.50%)"
5coE3hlNJ3I,5 TOP BENEFITS OF MARRYING PINAY ~ Women of the Philippines,UCjhsXdie9x6uzw9ARmF4nNA,Aurora's Vlog,https://www.youtube.com/watch?v=5coE3hlNJ3I,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 24: manny, father actor, manny (Manny Pacquaio (National Icon)) (16.67%)

Topic 67: learning, learn, teacher, teachers, (Language Education and Learning Experiences) (16.67%)"
5d7EYahP4Bg,That's What Friends Are For - Limuel Llanes and Friends (Philippine Karaoke) REACTION!!!,UCXisjO3r0KC_Vh-PWwPTbBA,MontWRLD,https://www.youtube.com/watch?v=5d7EYahP4Bg,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (16.67%)

Topic 60: hang louis hang, louis (Louis Huang (Internation Actor)) (16.67%)

Topic 65: hungry hungry hungry, hungry (Satisfying Hunger with Delicious Food) (16.67%)"
5gwTgaGCyYE,"First Time in MANILA, Philippines! British Couple REACT",UCYY2mNcq7pv6IRW92JIT6DA,The Juicy Vlog,https://www.youtube.com/watch?v=5gwTgaGCyYE,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (44.44%)

Topic 12: drinkers, drinker, drinking etiquette, (Drinking Culture & Practices) (11.11%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (11.11%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (11.11%)

Topic 116: como esta, chicken, chicken (Chicken & its Specific Related Dishes ) (22.22%)"
5hSZGKc3VvQ,First Time listening To 🇵🇭| FLOW G - RAPSTAR (Official Music Video) [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,https://www.youtube.com/watch?v=5hSZGKc3VvQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (54.55%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (9.09%)

Topic 29: doctor doctor doctor, doctor, (Medical Diagnostics & Hospital Services ) (9.09%)

Topic 76: avru avru avru, beating, (Watching Violent Events ) (18.18%)

Topic 80: married filipina, married, wedding (Filipino Marriage Tradition) (9.09%)"
5l0FJ_t4NQo,1956 High School Exchange Students in USA Debate on Prejudice! JAPANESE REACTION,UCqCI4i-mZ4Cu6Kr8emMaf1A,RYU JAPAN,https://www.youtube.com/watch?v=5l0FJ_t4NQo,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (20.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (6.67%)

Topic 14: archipelago spanish, spanish colony, (Spanish Colonialism in the Philippines) (6.67%)

Topic 22: prejudices prejudice women, discussion (Discussing Prejudice Against Women) (40.00%)

Topic 31: environment typhoon, typhoon, storm (Severe Weather & Life in Storm-Prone Regions ) (6.67%)

Topic 39: discrimination colored, segregation, discrimination, (Racial Discrimination) (20.00%)"
5rRwJuCdNDo,[ALL ABOUT PINAY #10] TELLING UNEXPECTED PREGNANCY TO KOREAN AND FILIPINO PARENTS...,UCIpnQnRBlaNqDa-Di0DsHyw,Tengkers World [PHIL-KOR Family],https://www.youtube.com/watch?v=5rRwJuCdNDo,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (14.29%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (71.43%)

Topic 52: youtubers poverty porn, create (Poverty Porn Content in YouTube) (14.29%)"
5sa6BmSG-IU,My FIRST EVER Tagalog lesson Foreigner learns TAGALOG (FILIPINO) - italki Lesson,UC2dqBC-sMDS2d6RYlcihEmw,Almost Polyglot,https://www.youtube.com/watch?v=5sa6BmSG-IU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (23.08%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (61.54%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (7.69%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (7.69%)"
5v6ZZNrPOP8,KPOP Idols Try Filipino Summer Desserts for the First Time 🇵🇭🇰🇷 | Korean Ate,UC5srj0Tgfq-FuFyk9HFl0Rw,The Sunbae Club,https://www.youtube.com/watch?v=5v6ZZNrPOP8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (12.50%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (12.50%)

Topic 23: winter summer cold, summer (Seasons and Weather ) (12.50%)

Topic 118: pondi, happy baby, ready, (Mommy and Baby's Morning Events ) (12.50%)"
5wuUNfOBBjc,Little Manila - New York City Asian Food Gem 🇺🇸🇵🇭,UCO-BUJCM03NS-rwr1VonV4A,Divert Living,https://www.youtube.com/watch?v=5wuUNfOBBjc,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 58: pool bar pool, bar (Drinks & Relaxation by the Pool) (12.50%)

Topic 73: binondo chinatown manila, chinatown (Chinatown Manila) (12.50%)"
5xiTu6aUkQE,MY FAMILY TRIES FILIPINO ALCOHOL,UCSqcvKFWQhhQOiK4jxyEElQ,Bret Maverick,https://www.youtube.com/watch?v=5xiTu6aUkQE,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (16.67%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (16.67%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (16.67%)"
5xjSpw04q8k,Foreigners React Filipinos Are The Best Singers!,UCQQyW9Ki62OmGzHedws7xlQ,That Philippines Life,https://www.youtube.com/watch?v=5xjSpw04q8k,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (62.50%)

Topic 18: sagada, adore adore, buried, (Sagada Burial Caves & Hanging Coffins) (12.50%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (12.50%)

Topic 93: sabu, ride, transport, beach, (Island and Beach Travel Experiences) (12.50%)"
6-el4iKqCKc,FILIPINO GENEROSITY & KINDNESS CAUGHT ON CAMERA | Foreigngerms | EMOTIONAL REACTION​,UCKMU-I4eYw-D9QF1YdUMUlw,Calvin Castiel,https://www.youtube.com/watch?v=6-el4iKqCKc,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (44.44%)

Topic 8: dated, dating, students, girls, (Philippines’ Dating & Relationship of Females) (11.11%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (11.11%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (11.11%)

Topic 97: hop, rap, hip hop, (HipHop and Dancing) (11.11%)

Topic 102: friends issues, relationships, friends, (Friendships) (11.11%)"
60RF_6NQQu8,Teaching My Japanese Girlfriend Basic Tagalog! [International Couple],UC5NF_7WBa8OVDC0Xbs8yvOg,Japapino World ジャパピーノ,https://www.youtube.com/watch?v=60RF_6NQQu8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (37.50%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (50.00%)

Topic 28: martial arts martial, martial (Mixed Martial Arts and Fighting ) (12.50%)"
61QLtwDaN-w,When FOREIGNERS try to speak TAGALOG (Laptrip!) feat. Jesse Davie,UC3ZnKcjVu7GszgdBe4uRZ3A,Dwaine Woolley,https://www.youtube.com/watch?v=61QLtwDaN-w,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (33.33%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (66.67%)"
62WGyHcb8So,"Foreigners Found The BEST BEER In The Philippines, Hands Down!",UCQQyW9Ki62OmGzHedws7xlQ,That Philippines Life,https://www.youtube.com/watch?v=62WGyHcb8So,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 59: rainy season, rainy, windy, (Rainy Season) (8.33%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (8.33%)

Topic 101: koreans bars, mindanao, koreans, (Korean Presence and Community in Mindanao) (8.33%)

Topic 105: dig, procure, brother jay, (Unclear Repeated Terms) (8.33%)"
62b4tS4lR3o,Why Filipinas Like Trike Drivers (AND NOT YOU!),UCU78xbApo9_MCzS7B_tfY8w,AceBachelorCool,https://www.youtube.com/watch?v=62b4tS4lR3o,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (80.00%)

Topic 8: dated, dating, students, girls, (Philippines’ Dating & Relationship of Females) (20.00%)"
675kMpNG0L8,[VLOG] Koreans Christmas in the Philippines,UCRNHIq5_JclKEK4Gbx1UFDw,한인타운 호텔&풀빌라 리조트,https://www.youtube.com/watch?v=675kMpNG0L8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (16.67%)

Topic 116: como esta, chicken, chicken (Chicken & its Specific Related Dishes ) (16.67%)

Topic 120: winning game, game winning, (Winning Games and Excitement ) (16.67%)"
695yhXQFVf8,Why I love the Philippines🇵🇭 || Foreigner living in the Philippines,UCRe3yRMUuJkNeWLtO9kBGqg,Nurse Ruth Nook,https://www.youtube.com/watch?v=695yhXQFVf8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 35: expensive wedding gowns, wedding (Famous and Expensive Wedding Gowns) (33.33%)"
69CZQlrfkkU,Bringing My Wife to My Childhood Home in the Philippines For the First Time,UCguRKiLcbY9yIG9fxmd9BuQ,Nicole and Mico,https://www.youtube.com/watch?v=69CZQlrfkkU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (83.33%)

Topic 98: batou batou batou, batou (Activities and Discussions in Morong, Bataan ) (16.67%)"
6B6zQ8edsa0,The Shocking Truth About Filipino Singers You Won't Believe,UCQQyW9Ki62OmGzHedws7xlQ,That Philippines Life,https://www.youtube.com/watch?v=6B6zQ8edsa0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 36: officer meijii yoshimi, meijii (Officer Meijii Yoshimi and the Onoda Incident) (33.33%)"
