Video Id,Video Title,Link,BERTopic Topics
2FHnLyeuvt0,Filipinska tradicija dočeka Nove godine | Filipino New Year's eve tradition,https://www.youtube.com/watch?v=2FHnLyeuvt0,"Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (40.00%)

Topic 55: Topic 55: Food & (Topic 55: Food & Destination in Baguio) (20.00%)

Topic 89: Topic 89: Mango Fruit (Topic 89: Mango Fruit) (40.00%)
"
2Fb8gaX-PFs,Celebrity Chefs Reaction on Filipino Food,https://www.youtube.com/watch?v=2Fb8gaX-PFs,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 50: Topic 50: LGBTQIA Community (Topic 50: LGBTQIA Community) (12.50%)

Topic 67: Topic 67: Language Education (Topic 67: Language Education and Learning Experiences) (12.50%)
"
2G4w9gH8iEs,NYC Strangers React to Top Filipino Singers?!,https://www.youtube.com/watch?v=2G4w9gH8iEs,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (60.00%)

Topic 71: Topic 71: Dog Losing (Topic 71: Dog Losing / Being Lost) (20.00%)

Topic 109: Topic 109: Mango Fruit (Topic 109: Mango Fruit) (20.00%)
"
2GS8wQxCC9M,Filipinos are basically Latinos... | Latinos react to FILIPINO LATIN BAND - Sabor Latino,https://www.youtube.com/watch?v=2GS8wQxCC9M,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 41: Topic 41: Personal Experiences (Topic 41: Personal Experiences of War and Persecution) (20.00%)
"
2I0UVHXizcA,MY ARAB SISTER CRIED? FILIPINO WEDDING! 😍🇵🇭,https://www.youtube.com/watch?v=2I0UVHXizcA,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (12.50%)

Topic 35: Topic 35: Famous and (Topic 35: Famous and Expensive Wedding Gowns) (12.50%)

Topic 57: Topic 57: Filipino Marriage (Topic 57: Filipino Marriage) (12.50%)

Topic 93: Topic 93: Island and (Topic 93: Island and Beach Travel Experiences) (12.50%)
"
2IhEU5rzUOE,Dutch Mom and Dad Try Filipino Food Brazo De Mercedes!!,https://www.youtube.com/watch?v=2IhEU5rzUOE,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (72.73%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (9.09%)

Topic 13: Topic 13: Balut and (Topic 13: Balut and other Eggs) (9.09%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (9.09%)
"
2KmDs7fyymk,Foreigner Life in Philippines City !!.. (Very DIFFERENT Life),https://www.youtube.com/watch?v=2KmDs7fyymk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (12.50%)

Topic 5: Topic 5: Barber Services (Topic 5: Barber Services) (12.50%)

Topic 29: Topic 29: Medical Diagnostics (Topic 29: Medical Diagnostics & Hospital Services ) (75.00%)
"
2OT5Pcl4iF0,TRYING FILIPINO RUM for the FIRST TIME! THINGS GOT WILD!,https://www.youtube.com/watch?v=2OT5Pcl4iF0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 43: Topic 43: Trip to (Topic 43: Trip to a Beach Destination) (16.67%)

Topic 62: Topic 62: Filipino Food (Topic 62: Filipino Food) (16.67%)

Topic 92: Topic 92: Going to (Topic 92: Going to Shopping Malls and Street Markets in Manila) (16.67%)
"
2Ol8aJTPEl4,Trying FILIPINO SNACKS for the FIRST TIME!,https://www.youtube.com/watch?v=2Ol8aJTPEl4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (81.82%)

Topic 11: Topic 11: Black Experiences (Topic 11:  Black Experiences and Acceptance) (9.09%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (9.09%)
"
2P1ccsT_vKk,FOREIGNER HUSBAND BECOME HAIR STYLIST OF FILIPINA WIFE EXPAT LIVING PHILIPPINES,https://www.youtube.com/watch?v=2P1ccsT_vKk,"Topic 17: Topic 17: Filipino Partner (Topic 17: Filipino Partner & Tourist Visas) (33.33%)

Topic 40: Topic 40: Largest Solar (Topic 40: Largest Solar Power Projects in Manila / Southeast Asia) (33.33%)

Topic 61: Topic 61: Visa & (Topic 61: Visa & Bureau of Immigration) (33.33%)
"
2PUZu5SE83s,First Time In SIQUIJOR Philippines! Is This REAL PARADISE?,https://www.youtube.com/watch?v=2PUZu5SE83s,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 62: Topic 62: Filipino Food (Topic 62: Filipino Food) (12.50%)

Topic 97: Topic 97: HipHop and (Topic 97: HipHop and Dancing) (12.50%)
"
2TZut-fFaII,Foreigners Exploring SAGADA!! STRANGEST Town in the Philippines Mountains?!,https://www.youtube.com/watch?v=2TZut-fFaII,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (55.56%)

Topic 18: Topic 18: Sagada Burial (Topic 18: Sagada Burial Caves & Hanging Coffins) (33.33%)

Topic 26: Topic 26: Local Coffee (Topic 26: Local Coffee and Coffee Shops) (11.11%)
"
2TghJw4IZZ0,"Sarah Geronimo sings ""Only Love Can Hurt Like This"" on ASAP Natin To | Singer Reaction!",https://www.youtube.com/watch?v=2TghJw4IZZ0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 5: Topic 5: Barber Services (Topic 5: Barber Services) (16.67%)

Topic 69: Topic 69: Athletes Playing (Topic 69: Athletes Playing Racket Sports) (16.67%)

Topic 104: Topic 104: Singing of (Topic 104: Singing of Songs) (16.67%)
"
2TkGKRUcH9M,Filipino Family BBQ at STANLEY PARK | Vancouver VLOG 2021,https://www.youtube.com/watch?v=2TkGKRUcH9M,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (62.50%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (12.50%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (12.50%)

Topic 95: Topic 95: Filipino Moms (Topic 95: Filipino Moms doing a Vlog) (12.50%)
"
2cj-ZOqXn0s,70 Year Old American goes to the Philippines & Reacts to the Pregnancy Reveal,https://www.youtube.com/watch?v=2cj-ZOqXn0s,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 117: Topic 117: Filipino Phrases (Topic 117: Filipino Phrases) (20.00%)
"
2e1ryHgn6ag,AMERICANS REACT TO TOP 10 PHILIPPINES Christmas Traditions,https://www.youtube.com/watch?v=2e1ryHgn6ag,"Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (100.00%)
"
2j2xM_D4mFc,Foreigner and Filipina Living in the Philippines 🇵🇭,https://www.youtube.com/watch?v=2j2xM_D4mFc,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 63: Topic 63: Filipino Food (Topic 63: Filipino Food) (16.67%)
"
2l94S4_jMTY,Eating STREET FOOD in WORLDS OLDEST CHINATOWN 🇵🇭  Binondo Manila Philippines,https://www.youtube.com/watch?v=2l94S4_jMTY,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (60.00%)

Topic 73: Topic 73: Chinatown Manila (Topic 73: Chinatown Manila) (40.00%)
"
2lXdrSXl9Io,We Tried Chinese Filipino Fast Food - Chowking,https://www.youtube.com/watch?v=2lXdrSXl9Io,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (12.50%)

Topic 115: Topic 115: Bicycle & (Topic 115: Bicycle & Tricycle Rental) (12.50%)
"
2nb7W-iphsk,"Latinos react to ABS-CBN Christmas 2020 ""Ikaw Ang Liwanag At Ligaya"" Lyric Video| REACTION",https://www.youtube.com/watch?v=2nb7W-iphsk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 65: Topic 65: Satisfying Hunger (Topic 65: Satisfying Hunger with Delicious Food) (16.67%)

Topic 72: Topic 72: Watching Kwentong (Topic 72: Watching Kwentong Jollibee Commercial) (16.67%)

Topic 109: Topic 109: Mango Fruit (Topic 109: Mango Fruit) (16.67%)
"
2ncOVB0wTtc,MY FIRST TIME in the Philippines 🇵🇭,https://www.youtube.com/watch?v=2ncOVB0wTtc,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 14: Topic 14: Spanish Colonialism (Topic 14: Spanish Colonialism in the Philippines) (8.33%)

Topic 73: Topic 73: Chinatown Manila (Topic 73: Chinatown Manila) (16.67%)
"
2qqc_Mx3zuI,American Kids Try Filipino Snacks | First Time REACTION (Universal Yums Unboxing Taste Test 2020),https://www.youtube.com/watch?v=2qqc_Mx3zuI,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (68.75%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (6.25%)

Topic 103: Topic 103: Mixture of (Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture ) (12.50%)

Topic 107: Topic 107: Unclear Repeated (Topic 107: Unclear Repeated Terms) (12.50%)
"
2sZQWjSUx74,FOREIGNER reacts to Latinos Try FILIPINO FOOD with Jo Koy,https://www.youtube.com/watch?v=2sZQWjSUx74,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (71.43%)

Topic 18: Topic 18: Sagada Burial (Topic 18: Sagada Burial Caves & Hanging Coffins) (14.29%)

Topic 72: Topic 72: Watching Kwentong (Topic 72: Watching Kwentong Jollibee Commercial) (14.29%)
"
2sZh5FtJRb8,Korean guys try&review Snacks from Philippines | ASMR | Mukbang | eating show (ENG SUB),https://www.youtube.com/watch?v=2sZh5FtJRb8,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
2sb7GzhpLBQ,PAYAG BA KAYO? JUNK DAW FILIPINO FOOD #filipinofood,https://www.youtube.com/watch?v=2sb7GzhpLBQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
2v29gYhPgkI,"""Cooked Fruit? NO!"" / I DON'T BELIEVE IN FRYING BANANA / REACTION OF SOUTH AFRICAN TO OUR BANANA-Q",https://www.youtube.com/watch?v=2v29gYhPgkI,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (90.00%)

Topic 26: Topic 26: Local Coffee (Topic 26: Local Coffee and Coffee Shops) (10.00%)
"
2w5fiRkBUIw,"Foreigners First Impression of Tagbilaran City, Bohol. Philippines. Groceries Shopping",https://www.youtube.com/watch?v=2w5fiRkBUIw,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 32: Topic 32: Dogs (Topic 32: Dogs) (12.50%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (12.50%)
"
2w7MEv0-yMs,Foreigners Arriving in Manila Philippines on 1st Class Ship,https://www.youtube.com/watch?v=2w7MEv0-yMs,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 22: Topic 22: Discussing Prejudice (Topic 22: Discussing Prejudice Against Women) (16.67%)

Topic 49: Topic 49: Bibingka, Bisaya (Topic 49: Bibingka, Bisaya Language, and Personal Anecdotes ) (16.67%)
"
2xCg-XC_H2g,FIRST TIME EXPLORING AN ISLAND IN THE PHILIPPINES | Province Girls | LDR | AGE GAP COUPLE,https://www.youtube.com/watch?v=2xCg-XC_H2g,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (44.44%)

Topic 7: Topic 7: Makeup Products (Topic 7: Makeup Products and Application) (11.11%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (11.11%)

Topic 107: Topic 107: Unclear Repeated (Topic 107: Unclear Repeated Terms) (22.22%)

Topic 118: Topic 118: Mommy and (Topic 118: Mommy and Baby's Morning Events ) (11.11%)
"
2xzBWVrG27M,"Foreigner/Expat living on less than $600 per month in Cebu city condo, Philippines.",https://www.youtube.com/watch?v=2xzBWVrG27M,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (37.50%)

Topic 20: Topic 20: Travel Immigration (Topic 20: Travel Immigration & Visa Processes) (12.50%)

Topic 62: Topic 62: Filipino Food (Topic 62: Filipino Food) (37.50%)

Topic 66: Topic 66: Pinay Moms (Topic 66: Pinay Moms Content and Viewer Engagement ) (12.50%)
"
30NXj6O44r8,Is the Philippines safe for foreigners?,https://www.youtube.com/watch?v=30NXj6O44r8,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (25.00%)

Topic 102: Topic 102: Friendships (Topic 102: Friendships) (25.00%)
"
30f7VYKKd2s,WE MOVED TO THE PHILIPPINES! 🇵🇭 (this is why),https://www.youtube.com/watch?v=30f7VYKKd2s,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (90.91%)

Topic 111: Topic 111: Urban Legends (Topic 111: Urban Legends and its Variations) (9.09%)
"
344HnNjBD2Y,Are Filipinos ACTUALLY friendly? (street experiment in the Philippines),https://www.youtube.com/watch?v=344HnNjBD2Y,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 8: Topic 8: Philippines’ Dating (Topic 8: Philippines’ Dating & Relationship of Females) (25.00%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (12.50%)

Topic 105: Topic 105: Unclear Repeated (Topic 105: Unclear Repeated Terms) (12.50%)
"
34VMEMaI3vw,Hard questions foreigners have for Filipinos! Philippines 🇵🇭,https://www.youtube.com/watch?v=34VMEMaI3vw,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (10.00%)

Topic 49: Topic 49: Bibingka, Bisaya (Topic 49: Bibingka, Bisaya Language, and Personal Anecdotes ) (10.00%)
"
35THbgakNBk,Foreigners PERFORM CONCERT In Philippines Shopping Mall!,https://www.youtube.com/watch?v=35THbgakNBk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (11.11%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (11.11%)

Topic 65: Topic 65: Satisfying Hunger (Topic 65: Satisfying Hunger with Delicious Food) (11.11%)
"
37rYKJfsYmo,Japanese React to Mona  Gonzales Anime Songs(Philippines),https://www.youtube.com/watch?v=37rYKJfsYmo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 47: Topic 47: Singing and (Topic 47: Singing and Dancing Stars) (16.67%)

Topic 72: Topic 72: Watching Kwentong (Topic 72: Watching Kwentong Jollibee Commercial) (16.67%)
"
39s28fwxQfM,When FOREIGN artists have a concert BUT the crowd is FILIPINO.,https://www.youtube.com/watch?v=39s28fwxQfM,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 93: Topic 93: Island and (Topic 93: Island and Beach Travel Experiences) (16.67%)
"
3CQwCDZbUrk,DAY 2 RUBBLE HOUSE REPAIR PROJECT EXPAT SIMPLE LIFE PHILIPPINES  FOREIGNER LIFESTYLE,https://www.youtube.com/watch?v=3CQwCDZbUrk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 39: Topic 39: Racial Discrimination (Topic 39: Racial Discrimination) (25.00%)
"
3DUQ5TCoQyk,Warning: American Tries Potent Filipino Alcohol for the First Time!,https://www.youtube.com/watch?v=3DUQ5TCoQyk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (16.67%)

Topic 12: Topic 12: Drinking Culture (Topic 12: Drinking Culture & Practices) (16.67%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (16.67%)
"
3DVDdquBk5c,Countries from Europe react to the Philippines/Martial law (2/2),https://www.youtube.com/watch?v=3DVDdquBk5c,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (33.33%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (33.33%)

Topic 49: Topic 49: Bibingka, Bisaya (Topic 49: Bibingka, Bisaya Language, and Personal Anecdotes ) (33.33%)
"
3GfHcEvWfIo,Girls in the Philippines rate themselves (Are Filipinas confident?) street interviews,https://www.youtube.com/watch?v=3GfHcEvWfIo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (25.00%)

Topic 8: Topic 8: Philippines’ Dating (Topic 8: Philippines’ Dating & Relationship of Females) (75.00%)
"
3KvTMgth1PE,"JAPANESE REACTION / Filipino Skateboarder Margie Didal ""Do What You Love""",https://www.youtube.com/watch?v=3KvTMgth1PE,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
3Kw44btvK5E,Foreigner Filipina Family living Simply in Philippines.,https://www.youtube.com/watch?v=3Kw44btvK5E,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (25.00%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (12.50%)

Topic 16: Topic 16: Philippine Monkey (Topic 16: Philippine Monkey Eating Eagle) (12.50%)

Topic 23: Topic 23: Seasons and (Topic 23: Seasons and Weather ) (12.50%)

Topic 26: Topic 26: Local Coffee (Topic 26: Local Coffee and Coffee Shops) (12.50%)

Topic 89: Topic 89: Mango Fruit (Topic 89: Mango Fruit) (12.50%)

Topic 109: Topic 109: Mango Fruit (Topic 109: Mango Fruit) (12.50%)
"
3PVx1yM2YvQ,"HUNGARIANS FIRST IMPRESSION OF BGC, MANILA! Never Seen a Place like THIS!",https://www.youtube.com/watch?v=3PVx1yM2YvQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (46.15%)

Topic 21: Topic 21: Banaue Rice (Topic 21: Banaue Rice Terraces) (15.38%)

Topic 66: Topic 66: Pinay Moms (Topic 66: Pinay Moms Content and Viewer Engagement ) (7.69%)

Topic 107: Topic 107: Unclear Repeated (Topic 107: Unclear Repeated Terms) (30.77%)
"
3PpNx0dV-LY,Foreigner reacts to EXTRA STRONG Filipino Alcohol,https://www.youtube.com/watch?v=3PpNx0dV-LY,"Topic -1: Topic -1: Outliers (Topic -1: Outliers) (12.50%)

Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (62.50%)

Topic 48: Topic 48: Friendships (Topic 48: Friendships) (12.50%)

Topic 75: Topic 75: Internet Connectivity (Topic 75: Internet Connectivity in Tourist Destinations) (12.50%)
"
3QFkmOO9Tl8,"Filipino food in 🇵🇭 Manila, PH vs Denver, USA—clear winner?",https://www.youtube.com/watch?v=3QFkmOO9Tl8,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (70.00%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (10.00%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (10.00%)

Topic 66: Topic 66: Pinay Moms (Topic 66: Pinay Moms Content and Viewer Engagement ) (10.00%)
"
3Qfr55KRGgE,Philippines VS Dominican Republic | 10 Reasons These Countries Are Similar | Sol&LunaTV Vlog,https://www.youtube.com/watch?v=3Qfr55KRGgE,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 1: Topic 1: Learning and (Topic 1: Learning and Speaking Foreign Language) (8.33%)

Topic 17: Topic 17: Filipino Partner (Topic 17: Filipino Partner & Tourist Visas) (8.33%)

Topic 23: Topic 23: Seasons and (Topic 23: Seasons and Weather ) (8.33%)

Topic 38: Topic 38: Basilicas and (Topic 38: Basilicas and Cathedrals in the Philippines) (8.33%)

Topic 39: Topic 39: Racial Discrimination (Topic 39: Racial Discrimination) (8.33%)

Topic 74: Topic 74: Philippine Beauty (Topic 74: Philippine Beauty Pageant & Miss Universe) (8.33%)
"
3UHLwAKF1Is,Foreigners React to REASON WHY Filipinos SMILE - THIS is powerful!,https://www.youtube.com/watch?v=3UHLwAKF1Is,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 87: Topic 87: American Invasion (Topic 87: American Invasion of Hawaii Region and Historical Conflicts) (20.00%)
"
3UI99FyrUc4,Welcome to Philippines | Pakistani Food in Manila | Makati Nightlife Reaction,https://www.youtube.com/watch?v=3UI99FyrUc4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (60.00%)

Topic 21: Topic 21: Banaue Rice (Topic 21: Banaue Rice Terraces) (10.00%)

Topic 33: Topic 33: San Miguel (Topic 33: San Miguel Corporation) (10.00%)

Topic 75: Topic 75: Internet Connectivity (Topic 75: Internet Connectivity in Tourist Destinations) (20.00%)
"
3WB_7DYb8zA,European Family cook Filipino dish CRISPY PATA for a first time |The Result is Finger-Lickin' Good!,https://www.youtube.com/watch?v=3WB_7DYb8zA,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (71.43%)

Topic 34: Topic 34: Squid (Topic 34: Squid) (14.29%)

Topic 73: Topic 73: Chinatown Manila (Topic 73: Chinatown Manila) (14.29%)
"
3WQWPlvNZIo,"🇵🇭 PHILIPPINES ║ ETRE ETRANGER / BEING FOREIGNER AUX PHILIPPINES , CEBU  , MINDANAO  (ENGLISH SUBS )",https://www.youtube.com/watch?v=3WQWPlvNZIo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (57.14%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (14.29%)

Topic 93: Topic 93: Island and (Topic 93: Island and Beach Travel Experiences) (14.29%)

Topic 120: Topic 120: Winning Games (Topic 120: Winning Games and Excitement ) (14.29%)
"
3Wh8qKGc5K0,#1 thing foreigners WISH they brought with them to the Philippines 🇵🇭 (street interviews),https://www.youtube.com/watch?v=3Wh8qKGc5K0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (57.14%)

Topic 8: Topic 8: Philippines’ Dating (Topic 8: Philippines’ Dating & Relationship of Females) (14.29%)

Topic 20: Topic 20: Travel Immigration (Topic 20: Travel Immigration & Visa Processes) (14.29%)

Topic 30: Topic 30: Wealthy & (Topic 30: Wealthy & Rich Tourists Travelling) (14.29%)
"
3Wn0qDg4uDQ,"Foreigner Tries JOLLIBEE For The First Time! 🇵🇭 (Manila, Philippines)",https://www.youtube.com/watch?v=3Wn0qDg4uDQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (25.00%)
"
3ZgHEAM_-Fw,6 AMAZING MATURE FILIPINAS LOOKING TO MARRY A FOREIGNER💖,https://www.youtube.com/watch?v=3ZgHEAM_-Fw,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (70.00%)

Topic 27: Topic 27: Listening & (Topic 27: Listening & Watching Loved Ones Depart ) (10.00%)

Topic 77: Topic 77: Rizal Park (Topic 77: Rizal Park Monument & Manila Cemetery) (10.00%)

Topic 104: Topic 104: Singing of (Topic 104: Singing of Songs) (10.00%)
"
3bZp6Tauo5c,FILIPINA LOVE SCAM NIGHTMARE FOR FOREIGNER #shorts,https://www.youtube.com/watch?v=3bZp6Tauo5c,"Topic 102: Topic 102: Friendships (Topic 102: Friendships) (100.00%)
"
3eWmsTsgWkQ,"Foreigners trying FILIPINO Street Food at Nightmarket 🇵🇭 Isaw, Pig Ear, Chicken Feet…🤤",https://www.youtube.com/watch?v=3eWmsTsgWkQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 7: Topic 7: Makeup Products (Topic 7: Makeup Products and Application) (16.67%)

Topic 9: Topic 9: Travel to (Topic 9: Travel to Taiwan & Destinations) (16.67%)

Topic 109: Topic 109: Mango Fruit (Topic 109: Mango Fruit) (16.67%)
"
3fPIsGv3eik,Americans Try Jollibee in the Philippines for the FIRST TIME! 🇵🇭,https://www.youtube.com/watch?v=3fPIsGv3eik,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (91.67%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (8.33%)
"
3kftPeWMvLk,Foreigners trying to get to 🇵🇭 Siargao for the first time —stuck in Manila?,https://www.youtube.com/watch?v=3kftPeWMvLk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (81.82%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (9.09%)

Topic 71: Topic 71: Dog Losing (Topic 71: Dog Losing / Being Lost) (9.09%)
"
3l2X_pIMB0Q,FOREIGNER LIFE IN MANILA PHILIPPINES | UPDATE OF MANILA BAY SANDS | MANILA BAY SANDS | UPDATE TODAY,https://www.youtube.com/watch?v=3l2X_pIMB0Q,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (57.14%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (28.57%)

Topic 61: Topic 61: Visa & (Topic 61: Visa & Bureau of Immigration) (14.29%)
"
3lgwd5aEilU,FOREIGNERS react to Have a Safe Trip PINAS! New Norma of Traveling PHILIPPINES,https://www.youtube.com/watch?v=3lgwd5aEilU,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 56: Topic 56: Suspension of (Topic 56: Suspension of Classes in Schools) (20.00%)
"
3oTOIi8ysLo,"How to rent a Motorbike/ Scooter in Cebu, Philippines 🇵🇭",https://www.youtube.com/watch?v=3oTOIi8ysLo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (33.33%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (33.33%)

Topic 112: Topic 112: Cheap Transportation (Topic 112: Cheap Transportation while Travelling) (33.33%)
"
3rCmwCu5JOs,SLOW LIVING IN THE PHILIPPINE PROVINCE | ISLAND LIFE,https://www.youtube.com/watch?v=3rCmwCu5JOs,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 34: Topic 34: Squid (Topic 34: Squid) (25.00%)
"
